"analysis" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19" "20" "21" "22" "23" "24" "25" "26" "27" "28" "29" "30" "31" "32" "33" "34" "35" "36" "37" "38" "39" "40" "41" "42" "43" "44" "45" "46" "47" "48" "49" "50" "51" "52" "53" "54" "55" "56" "57" "58" "59" "60" "61" "62" "63" "64" "65" "66" "67" "68" "69" "70" "71" "72" "73" "74" "75" "76" "77" "78" "79" "80" "81" "82" "83" "84" "85" "86" "87" "88" "89" "90" "91" "92" "93" "94" "95" "96" "97" "98" "99" "100" "101" "102" "103" "104" "105" "106" "107" "108" "109" "110" "111" "112" "113" "114" "115" "116" "117" "118" "119" "120" "121" "122" "123" "124" "125" "126" "127" "128" "129" "130" "131" "132" "133" "134" "135" "136" "137" "138" "139" "140" "141" "142" "143" "144" "145" "146" "147" "148" "149" "150" "151" "152" "153" "154" "155" "156" "157" "158" "159" "160" "161" "162" "163" "164" "165" "166" "167" "168"
"BK_MM_NOV_398889" NA "0.71" "0.34" NA "0" NA NA NA NA NA "0" "0.45" NA "0.16" NA "0" NA "0.66" "0" NA "0" "0.14" NA "0.1" "0" "0" "17.3" "0" "0" "0" "0" "0.26" NA "0" "2.47" "0" "0" "0" "0" "0" "0" "0.93" "0.11" NA "0" "0" "0" "0" "6" "0" "0" "0" "0" "0" "0" "0" "10" "0" "0" "0" "0" "0" "0" "0" NA NA "0" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11.4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11.6" "0" "0" "9.86" "18" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BK_MM_NOV_398892" NA "0" "0" NA "1.22" "0" NA NA "0" NA NA "2.91" NA "1" "0" NA NA "3.95" "0" "0" "0" NA "0" NA "0" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" NA "0" "1.76" "0" "0.74" "1.98" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "3.88" "5.1" "0" "0" "8.2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14.3" "0" "0" "0" "0" "0" "0" "0" "22.7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BK_MM_NOV_398898" NA NA "0" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0.09" "0" "0.1" "0" NA "0" NA "0" "0.18" "0" "0" "0" NA NA "0" "0" "0" NA "0" "0" "0.92" NA "0" "0.08" "0" "0.31" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1.14" "0" "1.63" "0" "0.37" "0.45" "0.6" "6.11" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1.99" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5.34" "0" "0" "0" "0" "0" "0" "8.74" "0" "0" "0" "0" "27.9" "20.2" "13.8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BK_SW_NOV_398860" NA "0" NA NA "0" NA NA "0" "0" NA NA "0" "0.1" "0.35" "0" "0" "0.49" "0" "0" "0.27" "0" "0.29" "0" NA "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "5.16" "0" "0" "3.03" "0" NA "0.61" "0" NA "0.67" "0.88" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "18.3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1.32" "0" "0" "1.25" "0" "0" "1.58" "0" "0" "0" "0" "4.02" "0" "0" "0" "0" "0" "9.8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15.4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "25.6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL-JAN-398862" NA "0" "0.38" NA "0.2" NA NA "0" "0" NA NA "0" NA NA "0.22" "0" "0" "0.65" "0" "0" "1.8" NA "0" NA "0" NA "0" "0" "0" "0" "0" NA NA "0" "0" "0" "0.4" "0" "0" "1.2" "0" "0" "0" "0.32" "0.43" "4.02" "1.1" "0" "6.17" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.51" "0" "0" "0" "0" NA "12.6" "0.76" "0" "0" "0" "0" "1.94" "0.99" "0" "0" "0" "3.01" "0" "0" "0" "0" "0" "0" "0.88" "3.11" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "24.8" "2.61" "15.1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL-JAN-398865" NA "0" "0.17" NA "0.08" NA NA NA "0" NA NA "0" NA "0.07" "0" NA NA "0.29" "0" NA "0.82" NA NA "0" "0" NA "0" NA "0" "0" "0" NA NA "0" "0" "0.2" "0" "0.64" NA "0" NA "0" NA "0.14" "0.18" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "4.7" "1.59" "0" "0" "0" "0" "0" "0" NA "0" NA "0" "0" NA "0" "0.33" "0" "0" "0" "0" "0.84" "0.44" "0" "0" "0.35" "0" "2.07" "0.51" "0" "0" "0" "0" "0" "0" "1.22" "0" "0" "0" "0" "0" "0.89" "0" "0" "0" "0" "0" "0" "0.77" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.96" "1.5" "0" "0" "0" "0" "3.06" "0" "0" "0" "0" "8.42" "0" "10.9" "0" "0" "6.51" "44.9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL-JAN-398878" "0.07" NA "0" NA "0" "0" NA NA "0.7" "0" NA "0" "0.1" "0.35" "0" "0.38" "0.46" "1.38" "0" NA "0" NA "0.32" "0.22" "2.74" NA "0" "0.51" "0" "0" "0" "0" NA "0" "0" "0.92" "0.84" "0" "0" "0" "0.6" "1.9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1.01" "0" "1.68" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4.04" "0" "0" "0" "0" "0" "0" "3.49" "0" "0" "0" "0" "0" "0" "15" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" "29.7" "0" "11.8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL-JAN-398880" "0" "0" "0.19" "0.01" "0.1" NA NA "0" NA "0.02" NA "0" NA "0.09" "0" "0" NA "0" "0.28" "0.07" "0" NA NA "0.06" "0" NA "0" "0.13" "0" "0" "0" "0.14" NA "1.49" "1.32" "0.23" "0.21" "0" NA "0.66" "0.15" "0" "0.06" NA "0.22" "0" "0.58" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2.74" "1.17" "0" "0" "0.33" "0" "0" "0.31" "0" "0" "0" "0" "0" "0" "0" "0" NA "1.91" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1.66" "0" "0" "0" "0.86" "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "1.22" "0" "0" "0" "0" "0" "1.78" "0" "0" "0" "8.3" "0" "0" "0" "0" "0" "0" "6.42" "0" "0" "0" "0" "0" "0" "47.7" "11" "2.2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL-JAN-398885" NA "0" "0.27" NA "0" "0.05" "0.02" "0.07" NA NA NA NA "0" "0.12" "0" "0" NA "0.5" NA NA "0" NA "0" "0.08" "0" "0" "0" "0.18" "0" "4.05" "0" NA NA "0" "1.81" "0.34" NA "1.07" "0" "0.91" "0" "0" NA NA "0.31" "2.95" "0" "0" "0" "0" "5.2" "0" "0" "4.16" "4.9" "0" "7.73" "0" "0" "0" "0" "0" "0" "0" NA "0.48" "0.61" "0" "0" NA "0" NA "0.8" "0" "0" "13" "0" "0" "2.69" "0" "0.58" NA "3.43" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1.3" "0" "0" "0" "0" "1.77" "0" "5.45" "0" "0" "0" "2.42" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "8.07" "3.07" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL-JAN-398886" "0" "0" "0.41" NA "0.23" "0" NA NA "0.38" "0.04" NA NA "0" "0.2" NA "0.21" NA "0.74" "0" "0" "0" NA "0" "0.12" "0" NA "0" "0" "0" "0" "0" NA NA "0" "0" "0.5" "0" "0" "0" NA "0" "0" "0.13" "0.36" NA "0" "1.21" "0" "0" "0" "7.93" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" NA "0" "0" "0" "1.17" "0" "0" "0" "0" "0" "0" "0" "0.88" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1.79" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1.96" "0" "0" "0" "0" "2.61" "0" "0" "0" "10.1" "0" "0" "0" "0" "0" "0" "0" "11.3" "20.3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "21.7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL-JAN-398889" "0" "0.65" "0.33" NA "0" NA NA NA NA NA NA "0.42" "0.04" NA "0.19" "0.17" "0.2" "0" NA "0.11" "0" NA "0.14" "0.09" "0" "0" "0" "0.22" "0" "0" "0" NA "0.06" "0" "2.15" "0.39" "0" NA NA "1.09" "0.27" "0" NA "0.28" "0.37" "3.52" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" NA "0" "0" "1.22" "0" "0" "0" "0" "0" "0" "1.65" "0.86" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2.41" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1.81" "0" "0" "0" "0" "0" "0" "0" "2.06" "0" "0" "11.9" "8.14" "0" "2.94" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2.34" "0" "0" "0" "5.08" "0" "0" "3.74" "0" "0" "0" "12.4" "20.8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL-JAN-398892" "0" NA "0.35" "0.02" "0.19" NA NA "0.09" NA NA "0" "0.45" NA "0.16" "0" "0.18" NA "0.66" NA NA "0" NA "0.15" "0.11" "0" NA "0" "0.24" "0" "0" "0" "0" "0.07" "0" "2.41" "0" "0" "0" NA "0" NA "0.92" "0" NA "0.41" "0" "1.1" "0" "0" "0" "6.83" "0" "16.3" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0.49" "0" "0.84" "0" "0" "0" "0" "0.74" "0" "3.84" "0" "0" "1.83" "0" "0" "0" "0.76" "0" "0" "0" "0" "0" "10.9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1.65" "0" "0" "0" "30.5" "0" "0" "0" "0" "0" "2.13" "3.23" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL-JAN-398900" "0" "0" "0.3" NA NA "0.05" NA "0" "0" NA NA "0.38" NA "0.14" "0.17" "0" NA "0.54" "0" NA "1.42" NA "0.13" "0.08" "0" NA "0" "0" "0" "0" "0" "0" "0.06" "0" "0" "0" "0" "0" "0" "0.96" NA "0" "0" NA NA "0" "0" "0" "4.87" "0" "5.66" "0" "0" "4.45" "0" "0" "0" "0" "0" "0" "1.27" "0" "0" "0" "0" "0.5" "0.66" "0" "0.49" "1.08" "0" "0" "0.86" "0" "0" "0" NA "0" "0" "0" NA "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "10.7" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "3.53" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14.6" "0" "0" "0" "0" "0" "2.13" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "29.4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398851" "0.05" NA "0.58" NA NA NA NA NA "0.52" NA NA "0.74" NA NA "0" "0.29" "0.35" NA NA NA "2.76" NA NA "0.16" "1.98" "0.13" "0" NA "0" "0" "0" "0" NA "4.37" "0" "0" NA "0" NA "0" "0" "1.45" "0.18" "0" "0.65" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0.96" NA "0" "0" "0" "0" "0" "0" "5.82" "0" "0" "2.88" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "17.9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13.6" "0" "5.07" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6.15" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398854" NA NA "0" NA "0" "0.04" "0.01" "0.05" "0.19" NA NA "0" NA NA "0" "0" NA NA "0.29" NA "0" "0.07" "0.08" NA "0" NA "0" "0.14" "0" "0" "0" "0.15" NA "0" "1.33" "0.25" "0" "0" "0.3" "0.7" "0" "0" "0.06" NA "0" "2.2" "0" "0" "0" "27.5" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14.3" "0" "0" "0" "0" "0" "0" "0.47" "0" "0.34" "0" "0" "0" "0" "2.15" "0" "0" "0" "0" "0" "0" "0.44" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.89" "0" "0" "0" "0" "0" "0" "0" "15.5" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3.81" "0" "0" "0" "0" "0" "0" "0" "0" "0" "8.02" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12.6" "4.1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398862" NA "0.31" NA NA NA NA NA NA "0" NA NA NA NA "0.07" "0.09" "0.08" NA "0.28" NA NA "0" NA NA NA "0" "0.03" "0" "0" "0" "0" "0" NA NA "0" "0" NA "0" "0" NA "0" "0" NA "0.05" NA NA "0" NA "0" "0" "0" "3.01" "0" "0" "2.4" "0" "0" "4.55" "0" "0" "0" "0" "0" "0" "0" NA "0.27" NA "0" "0" NA "0" "0" "0.44" "0" "0" "0" "0" "0.42" "0" "0" NA "0" "0" "0" "8.46" "0" "0" "0" "0" "0" "0" "33" "0" "0" "0" "0" "0" "0" "0" "0" "0.87" "0" "0" "0.73" "10.2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1.6" "0" "0" "0" "0" "7.8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6.39" "8.16" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398863" NA "0.3" "0" NA "0.08" NA NA NA "0" NA NA "0" NA "0.07" "0.08" "0" "0" "0" "0.21" "0.05" "0" "0.06" "0" NA "0" "0.03" "0" "0.1" "15" "2.28" "0" NA NA "0" "1.02" "0" "0" "0" "0" "0" "0" "0" "0.05" "0" "0" "0" NA "0" "0" "0" "0" "0" "0" "2.37" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.26" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "0.4" "0" "0" "0.34" "0" "1.97" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.67" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.9" "0" "0" "0" "0" "6.53" "0" "0" "7.62" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5.93" "0" "0" "0" "0" "0" "0" "3.28" "11.9" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398869" NA NA "0" NA "0" NA NA NA "0" NA NA NA "0.03" NA "0.14" NA NA "0.45" "0.36" "0" "0" NA "0.11" "0.07" "0" "0" "0" "0.17" "0" "0" "0" NA NA "0" "0" "0.3" "0" "0" "0.39" "0.86" "0" "0" "0.08" "0" "0.28" "0" "0" "0" "0" "0" "4.85" "0" "0" "0" "0" "0" "0" "2.35" "0" "0" "0" "0" "1.49" "0" "0" NA "0" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0.66" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15.3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2.56" "0" "0" "0" "0" "0" "0" "18.6" "0" "0" "0" "1.78" "0" "0" "0" "0" "0" "0" "0" "0" "2.75" "0" "0" "0" "0" "0" "0" "0" "0" "0" "19.4" "0" "19.6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398875" NA "0" "0.79" NA "0" NA NA NA "0" NA NA NA NA NA "0" "0.37" "0.49" "1.37" "0" "0" "3.67" NA NA NA "0" "0" "0" "0.51" "0" "0" "0" "0.54" NA "0" "0" "0.91" "0.81" "0" NA "0" "0" "0" "0.24" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "17.4" "0" "0" "0" "0" "3.08" "0" "4.47" "10.1" "0" "0" "1.7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3.93" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4.05" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7.76" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5.22" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "16.2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398876" NA "0.32" "0.17" NA NA "0.03" NA NA "0" NA NA "0" NA "0.08" NA "0.09" "0" "0" NA NA "0.85" "0.06" NA NA "0" NA "0" NA "0" "0" "0" NA NA "0" "0" "0" "0" "0" NA "0" "0.14" "0.43" NA "0.15" NA "0" "0.51" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9.45" "0" "0" "0" "0" "2.37" NA "0" "0.39" "0" "0.29" "0" "0" "0" "0" "0" "4.61" "0" "0.89" "0" "0" "0" "0" "0" "0" "0.54" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "8.08" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2.04" "0" "0" "0" "0" "1.55" "4.55" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2.73" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "38.5" "16.1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398877" NA "0" "0" NA "0.14" NA NA NA "0" "0" NA "0" NA NA "0" "0.13" "0" "0.47" NA "0.09" "1.26" "0" NA NA "0" NA "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "1.01" "0.4" "0" "0.22" "0.66" "0" "0" "0.3" "0" "0" "0" "4.41" "0" "0" "0" "0" "0" "4.68" "0" "0" "0" "0" "0" "0" "3.65" "0" "0" "0" "0.46" "0" "0" "0" "0" "0" "0.54" "0" "0" "0" "0" "0" "0.72" "0" NA "0.56" "0" "0" "0" "0" "0" "8.09" "0" "0" "0" "0" "0" "0" "1.17" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2.43" "0" "0" "0" "10.9" "0" "0" "12.9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "31" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398878" NA "0" "0" NA "0" NA NA NA "0" NA NA "0" NA NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.24" "0" "0.19" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "35.6" "0" "0" "0" "22.8" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "1.3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3.8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "26.4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398879" NA NA "0.34" NA NA NA NA NA NA NA NA NA NA NA NA "0.17" NA "0.61" "0.49" NA NA NA NA NA "0" "0.08" "0" "0.23" "0" "5.04" "0" NA NA "0" "2.24" "0.42" "0.38" "0" NA "1.11" "0" "0.87" NA NA "0.39" "0" "1" "0" "0" "0" "6.4" "0" "0" "0" "0" "0" "0" "3.23" "0" "0" "1.46" "4.78" "0" "0" "0" "0" NA "0" "0" "0" "0" "0.69" "0" "0" "0" "0" "0" "0.91" "0" "0" "0.74" "2.71" "0" "1.06" "0" "0" "0" "0" "0" "0" "2.48" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1.58" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1.96" "0" "8.77" "0" "0" "0" "6.3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "10.1" "0" "0" "0" "0" "0" "0" "0" "13.7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398888" NA NA NA NA "0" "0.06" NA NA "0" NA NA "0.44" NA "0.16" NA NA "0" "0" "0" NA "0" NA "0" NA "0" NA "0" "0.24" "0" "0" "0" "0.24" NA "0" "0" "0.41" "0" "0" NA "0" "0" "0" "0" "0" "0.4" "0" "0" "0" "5.74" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4.71" "0.46" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "8.85" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "38.1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
