"analysis" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19" "20" "21" "22" "23" "24" "25" "26" "27" "28" "29" "30" "31" "32" "33" "34" "35" "36" "37" "38" "39" "40" "41" "42" "43" "44" "45" "46" "47" "48" "49" "50" "51" "52" "53" "54" "55" "56" "57" "58" "59" "60" "61" "62" "63" "64" "65" "66" "67" "68" "69" "70" "71" "72" "73" "74" "75" "76" "77" "78" "79" "80" "81" "82" "83" "84" "85" "86" "87" "88" "89" "90" "91" "92" "93" "94" "95" "96" "97" "98" "99" "100" "101" "102" "103" "104" "105" "106" "107" "108" "109" "110" "111" "112" "113" "114" "115" "116" "117" "118" "119" "120" "121" "122" "123" "124" "125" "126" "127" "128" "129" "130" "131" "132" "133" "134" "135" "136" "137" "138" "139" "140" "141" "142" "143" "144" "145" "146" "147" "148" "149" "150" "151" "152" "153" "154" "155" "156" "157" "158" "159" "160" "161" "162" "163" "164" "165" "166" "167" "168"
"BK_MM_NOV_398889" NA "1194646" "583853" NA "0" NA NA NA NA NA "0" "755980" NA "273597" NA "0" NA "1106743" "0" NA "0" "242819" NA "173110" "0" "0" "29128519" "0" "0" "0" "0" "442933" NA "0" "4149660" "0" "0" "0" "0" "0" "0" "1558823" "196353" NA "0" "0" "0" "0" "10047176" "0" "0" "0" "0" "0" "0" "0" "16874066" "0" "0" "0" "0" "0" "0" "0" NA NA "0" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "19204185" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "19460059" "0" "0" "16517517" "30140286" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BK_MM_NOV_398892" NA "0" "0" NA "329603" "0" NA NA "0" NA NA "787258" NA "269872" "0" NA NA "1067162" "0" "0" "0" NA "0" NA "0" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" NA "0" "477340" "0" "201992" "535502" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "1049638" "1377478" "0" "0" "2213644" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3868211" "0" "0" "0" "0" "0" "0" "0" "6133699" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BK_MM_NOV_398898" NA NA "0" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "210754" "0" "242483" "0" NA "0" NA "0" "403871" "0" "0" "0" NA NA "0" "0" "0" NA "0" "0" "2056185" NA "0" "193897" "0" "703877" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2544976" "0" "3617478" "0" "832074" "1016812" "1349925" "13572382" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4436120" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11860239" "0" "0" "0" "0" "0" "0" "19409157" "0" "0" "0" "0" "62034347" "44929953" "30696559" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BK_SW_NOV_398860" NA "0" NA NA "0" NA NA "0" "0" NA NA "0" "83418" "277849" "0" "0" "382865" "0" "0" "215150" "0" "230119" "0" NA "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "4005067" "0" "0" "2358734" "0" NA "479454" "0" NA "524523" "687120" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14240167" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1027238" "0" "0" "976433" "0" "0" "1226972" "0" "0" "0" "0" "3123269" "0" "0" "0" "0" "0" "7606521" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11952430" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "19874466" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL-JAN-398862" NA "0" "615215" NA "334466" NA NA "0" "0" NA NA "0" NA NA "358512" "0" "0" "1065140" "0" "0" "2912245" NA "0" NA "0" NA "0" "0" "0" "0" "0" NA NA "0" "0" "0" "653797" "0" "0" "1947346" "0" "0" "0" "520561" "696362" "6509163" "1793612" "0" "9982895" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "834798" "0" "0" "0" "0" NA "20439933" "1229634" "0" "0" "0" "0" "3148221" "1604342" "0" "0" "0" "4867280" "0" "0" "0" "0" "0" "0" "1431421" "5034386" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "40114354" "4224711" "24560197" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL-JAN-398865" NA "0" "630530" NA "324162" NA NA NA "0" NA NA "0" NA "274354" "0" NA NA "1077301" "0" NA "2986071" NA NA "0" "0" NA "0" NA "0" "0" "0" NA NA "0" "0" "729495" "0" "2341636" NA "0" NA "0" NA "517833" "681525" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "17070790" "5801939" "0" "0" "0" "0" "0" "0" NA "0" NA "0" "0" NA "0" "1231578" "0" "0" "0" "0" "3075860" "1600794" "0" "0" "1273999" "0" "7551712" "1864458" "0" "0" "0" "0" "0" "0" "4445300" "0" "0" "0" "0" "0" "3258203" "0" "0" "0" "0" "0" "0" "2819706" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3516727" "5455228" "0" "0" "0" "0" "11142131" "0" "0" "0" "0" "30603450" "0" "39922874" "0" "0" "23669711" "163129330" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL-JAN-398878" "58674" NA "0" NA "0" "0" NA NA "563343" "0" NA "0" "82771" "281771" "0" "302329" "365941" "1100802" "0" NA "0" NA "256814" "174827" "2179350" NA "0" "408672" "0" "0" "0" "0" NA "0" "0" "732548" "668771" "0" "0" "0" "483685" "1512236" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "809786" "0" "1343172" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3220982" "0" "0" "0" "0" "0" "0" "2779515" "0" "0" "0" "0" "0" "0" "11957187" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" "23637177" "0" "9417067" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL-JAN-398880" "0" "0" "605046" "35892" "321919" NA NA "0" NA "69596" NA "0" NA "297901" "0" "0" NA "0" "898394" "216401" "0" NA NA "186718" "0" NA "0" "415200" "0" "0" "0" "462223" NA "4652564" "4116976" "739622" "653385" "0" NA "2056049" "485350" "0" "200660" NA "684690" "0" "1820825" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "8536410" "3659077" "0" "0" "1031089" "0" "0" "991611" "0" "0" "0" "0" "0" "0" "0" "0" NA "5946942" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5180904" "0" "0" "0" "2694197" "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "3797730" "0" "0" "0" "0" "0" "5559087" "0" "0" "0" "25802846" "0" "0" "0" "0" "0" "0" "19980680" "0" "0" "0" "0" "0" "0" "148548836" "34461657" "6864754" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL-JAN-398885" NA "0" "603805" NA "0" "110426" "51653" "157141" NA NA NA NA "0" "273967" "0" "0" NA "1106022" NA NA "0" NA "0" "180975" "0" "0" "0" "408880" "0" "8855825" "0" NA NA "0" "3951844" "741762" NA "2351946" "0" "1988296" "0" "0" NA NA "684121" "6436256" "0" "0" "0" "0" "11365867" "0" "0" "9083994" "10704708" "0" "16880304" "0" "0" "0" "0" "0" "0" "0" NA "1046512" "1351735" "0" "0" NA "0" NA "1753623" "0" "0" "28557028" "0" "0" "5872337" "0" "1280686" NA "7494023" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2851398" "0" "0" "0" "0" "3861971" "0" "11902068" "0" "0" "0" "5296271" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "17622377" "6713721" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL-JAN-398886" "0" "0" "605798" NA "338307" "0" NA NA "561477" "66511" NA NA "0" "293447" NA "309616" NA "1085938" "0" "0" "0" NA "0" "179633" "0" NA "0" "0" "0" "0" "0" NA NA "0" "0" "734925" "0" "0" "0" NA "0" "0" "198605" "530300" NA "0" "1771802" "0" "0" "0" "11584987" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" NA "0" "0" "0" "1714615" "0" "0" "0" "0" "0" "0" "0" "1297345" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2618311" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2864631" "0" "0" "0" "0" "3814297" "0" "0" "0" "14761502" "0" "0" "0" "0" "0" "0" "0" "16600555" "29663006" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "31732412" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL-JAN-398889" "0" "1206566" "626014" NA "0" NA NA NA NA NA NA "783942" "78296" NA "352552" "316068" "382662" "0" NA "218421" "0" NA "257953" "181460" "0" "0" "0" "409013" "0" "0" "0" NA "126385" "0" "3989504" "719709" "0" NA NA "2018493" "514416" "0" NA "531259" "699327" "6505773" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" NA "0" "0" "2260623" "0" "0" "0" "0" "0" "0" "3051052" "1590043" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4463728" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3356484" "0" "0" "0" "0" "0" "0" "0" "3806805" "0" "0" "22125005" "15050839" "0" "5441944" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4338609" "0" "0" "0" "9401245" "0" "0" "6917985" "0" "0" "0" "23003306" "38466898" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL-JAN-398892" "0" NA "585957" "38108" "321184" NA NA "153402" NA NA "0" "757106" NA "281341" "0" "305105" NA "1096779" NA NA "0" NA "258922" "188524" "0" NA "0" "410020" "0" "0" "0" "0" "131333" "0" "4001479" "0" "0" "0" NA "0" NA "1536652" "0" NA "683702" "0" "1830244" "0" "0" "0" "11351549" "0" "27064183" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "816692" "0" "1397738" "0" "0" "0" "0" "1241326" "0" "6385116" "0" "0" "3045425" "0" "0" "0" "1271854" "0" "0" "0" "0" "0" "18122357" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2742703" "0" "0" "0" "50774139" "0" "0" "0" "0" "0" "3537789" "5361462" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL-JAN-398900" "0" "0" "612943" NA NA "109539" NA "0" "0" NA NA "780730" NA "293560" "356107" "0" NA "1102942" "0" NA "2893889" NA "265909" "177493" "0" NA "0" "0" "0" "0" "0" "0" "134029" "0" "0" "0" "0" "0" "0" "1950126" NA "0" "0" NA NA "0" "0" "0" "9906300" "0" "11503221" "0" "0" "9051395" "0" "0" "0" "0" "0" "0" "2592237" "0" "0" "0" "0" "1015950" "1341806" "0" "1005606" "2202298" "0" "0" "1757990" "0" "0" "0" NA "0" "0" "0" NA "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "21754651" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "7172793" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "29800346" "0" "0" "0" "0" "0" "4334460" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "59747657" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398851" "61403" NA "627755" NA NA NA NA NA "565598" NA NA "797415" NA NA "0" "315323" "385674" NA NA NA "2977359" NA NA "172408" "2135851" "147033" "0" NA "0" "0" "0" "0" NA "4708553" "0" "0" NA "0" NA "0" "0" "1561834" "198735" "0" "704405" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "1038839" NA "0" "0" "0" "0" "0" "0" "6271805" "0" "0" "3100348" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "19268980" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "14639182" "0" "5459450" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6628705" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398854" NA NA "0" NA "0" "117292" "54632" "152415" "575619" NA NA "0" NA NA "0" "0" NA NA "868938" NA "0" "221438" "254772" NA "0" NA "0" "423856" "0" "0" "0" "452419" NA "0" "3937623" "736003" "0" "0" "910771" "2066153" "0" "0" "195387" NA "0" "6484416" "0" "0" "0" "80967926" "0" "0" "0" "0" "0" "0" "0" "0" "0" "42357962" "0" "0" "0" "0" "0" "0" "1389180" "0" "1002633" "0" "0" "0" "0" "6350730" "0" "0" "0" "0" "0" "0" "1300442" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2632684" "0" "0" "0" "0" "0" "0" "0" "45670877" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11215194" "0" "0" "0" "0" "0" "0" "0" "0" "0" "23609736" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "37312402" "12093286" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398862" NA "1193062" NA NA NA NA NA NA "0" NA NA NA NA "277678" "358914" "305715" NA "1094000" NA NA "0" NA NA NA "0" "143374" "0" "0" "0" "0" "0" NA NA "0" "0" NA "0" "0" NA "0" "0" NA "201142" NA NA "0" NA "0" "0" "0" "11466902" "0" "0" "9171758" "0" "0" "17344375" "0" "0" "0" "0" "0" "0" "0" NA "1030325" NA "0" "0" NA "0" "0" "1695666" "0" "0" "0" "0" "1613571" "0" "0" NA "0" "0" "0" "32217016" "0" "0" "0" "0" "0" "0" "125929524" "0" "0" "0" "0" "0" "0" "0" "0" "3323341" "0" "0" "2785945" "39183919" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6123794" "0" "0" "0" "0" "29702972" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "24353823" "31095276" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398863" NA "1171078" "0" NA "322747" NA NA NA "0" NA NA "0" NA "293161" "342431" "0" "0" "0" "849041" "218079" "0" "234010" "0" NA "0" "147598" "0" "412869" "58447585" "8852408" "0" NA NA "0" "3962787" "0" "0" "0" "0" "0" "0" "0" "199838" "0" "0" "0" NA "0" "0" "0" "0" "0" "0" "9194924" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1028950" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "1580338" "0" "0" "1320150" "0" "7653163" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2610932" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3491475" "0" "0" "0" "0" "25329682" "0" "0" "29566471" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "23021159" "0" "0" "0" "0" "0" "0" "12744293" "46430012" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398869" NA NA "0" NA "0" NA NA NA "0" NA NA NA "82837" NA "341858" NA NA "1090329" "880138" "0" "0" NA "267285" "175918" "0" "0" "0" "421724" "0" "0" "0" NA NA "0" "0" "722486" "0" "0" "946063" "2068548" "0" "0" "197300" "0" "687674" "0" "0" "0" "0" "0" "11627917" "0" "0" "0" "0" "0" "0" "5652195" "0" "0" "0" "0" "3582814" "0" "0" NA "0" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "1597040" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "36829511" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6136979" "0" "0" "0" "0" "0" "0" "44715015" "0" "0" "0" "4287718" "0" "0" "0" "0" "0" "0" "0" "0" "6597438" "0" "0" "0" "0" "0" "0" "0" "0" "0" "46488549" "0" "47127267" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398875" NA "0" "633381" NA "0" NA NA NA "0" NA NA NA NA NA "0" "300351" "393128" "1098627" "0" "0" "2947116" NA NA NA "0" "0" "0" "408331" "0" "0" "0" "436678" NA "0" "0" "730755" "654792" "0" NA "0" "0" "0" "195172" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13977311" "0" "0" "0" "0" "2469896" "0" "3589022" "8161578" "0" "0" "1364283" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3149507" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3246649" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6220607" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4185134" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13037607" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398876" NA "1131682" "594835" NA NA "110260" NA NA "0" NA NA "0" NA "297322" NA "313315" "0" "0" NA NA "2939314" "231509" NA NA "0" NA "0" NA "0" "0" "0" NA NA "0" "0" "0" "0" "0" NA "0" "492948" "1504536" NA "526347" NA "0" "1793827" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "32707214" "0" "0" "0" "0" "8200839" NA "0" "1347579" "0" "1004236" "0" "0" "0" "0" "0" "15953627" "0" "3097267" "0" "0" "0" "0" "0" "0" "1888231" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "27942549" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7083999" "0" "0" "0" "0" "5392238" "15762976" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9442287" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "133136648" "55862542" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398877" NA "0" "0" NA "327678" NA NA NA "0" "0" NA "0" NA NA "0" "302289" "0" "1072898" NA "219568" "2884992" "0" NA NA "0" NA "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "2314754" "920078" "0" "502068" "1517846" "0" "0" "686806" "0" "0" "0" "10068501" "0" "0" "0" "0" "0" "10696663" "0" "0" "0" "0" "0" "0" "8344515" "0" "0" "0" "1051604" "0" "0" "0" "0" "0" "1241276" "0" "0" "0" "0" "0" "1652301" "0" NA "1292189" "0" "0" "0" "0" "0" "18476647" "0" "0" "0" "0" "0" "0" "2684568" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5548261" "0" "0" "0" "25094220" "0" "0" "29586790" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "70784222" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398878" NA "0" "0" NA "0" NA NA NA "0" NA NA "0" NA NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "183494" "0" "144525" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "26882358" "0" "0" "0" "17243781" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "983720" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2867788" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "19938537" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398879" NA NA "600550" NA NA NA NA NA NA NA NA NA NA NA NA "314600" NA "1086731" "875306" NA NA NA NA NA "0" "140931" "0" "415812" "0" "8914958" "0" NA NA "0" "3977305" "748481" "677937" "0" NA "1970610" "0" "1544513" NA NA "704363" "0" "1777336" "0" "0" "0" "11333060" "0" "0" "0" "0" "0" "0" "5721593" "0" "0" "2581375" "8455752" "0" "0" "0" "0" NA "0" "0" "0" "0" "1223174" "0" "0" "0" "0" "0" "1623295" "0" "0" "1317607" "4799985" "0" "1888626" "0" "0" "0" "0" "0" "0" "4397338" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2802166" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3474574" "0" "15508415" "0" "0" "0" "11153818" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "17954559" "0" "0" "0" "0" "0" "0" "0" "24293322" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398888" NA NA NA NA "0" "121604" NA NA "0" NA NA "784504" NA "293135" NA NA "0" "0" "0" NA "0" NA "0" NA "0" NA "0" "427032" "0" "0" "0" "433714" NA "0" "0" "729691" "0" "0" NA "0" "0" "0" "0" "0" "705341" "0" "0" "0" "10115159" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "8302699" "821724" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "15596502" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "67139225" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"BL_DEC_398893" NA "0" "0" NA NA NA NA "0" "0" NA NA "0" NA "280691" "0" "314899" "382079" "0" "849813" "217228" "0" "0" "253483" "0" "0" NA "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "502790" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1706746" "0" "0" "0" "0" "1655446" "0" "7875294" "1305323" "4862654" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "45858536" "36324344" "0" "0" "0" "0" "49403366" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "60037691" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
