"analysis" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19" "20" "21" "22" "23" "24" "25" "26" "27" "28" "29" "30" "31" "32" "33" "34" "35" "36" "37" "38" "39" "40" "41" "42" "43" "44" "45" "46" "47" "48" "49" "50" "51" "52" "53" "54" "55" "56" "57" "58" "59" "60" "61" "62" "63" "64" "65" "66" "67" "68" "69" "70" "71" "72" "73" "74" "75" "76" "77" "78" "79" "80" "81" "82" "83" "84" "85" "86" "87" "88" "89" "90" "91" "92" "93" "94" "95" "96" "97" "98" "99" "100" "101" "102" "103" "104" "105" "106" "107" "108" "109" "110" "111" "112" "113" "114" "115" "116" "117" "118" "119" "120" "121" "122" "123" "124" "125" "126" "127" "128" "129" "130" "131" "132" "133" "134" "135" "136" "137" "138" "139" "140" "141" "142" "143" "144" "145" "146" "147" "148" "149" "150" "151" "152" "153" "154" "155" "156" "157" "158" "159" "160" "161" "162" "163" "164" "165" "166" "167" "168"
"CAL-JAN-398887" NA NA NA NA NA NA NA "160950" NA NA NA "0" NA NA "0" NA "370765" "0" "0" NA "0" NA "247920" NA "0" NA "0" NA "0" "0" "0" NA NA "0" "0" "732376" "0" "0" "0" "0" "0" NA NA "0" "0" "6532392" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "17136414" "5668520" "0" "0" "2452835" "0" "3619278" "8192980" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3181994" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "36128064" "0" "0" "0" "35178569" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"CAL-MAR-398852-2000" "0" "0" "646294" "0" "0" "0" "56094" "0" "0" "72617" "0" "0" "0" "0" "0" "305922" "0" "1068779" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "940022" "1958860" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1051386" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2841732" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"CAL-MAR-398872-250" NA "0" "0" NA "0" "108892" NA "0" "0" "0" "0" "0" "86485" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "499766" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6661652" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"CAL-MAR-398878-1500" "57650" "0" "0" NA "0" "0" "49868" "0" "0" "74011" "101079" "0" NA "0" "0" "0" "0" "0" "852965" "211213" "0" "237822" "0" "0" "0" "0" "0" "0" "0" "0" "0" "446421" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1532378" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1047213" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2738845" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"CAL_DEC_398891" "0" "0" "0" NA "0" NA NA "163007" "0" NA NA "0" "82393" "288799" NA "0" "368676" "1083627" "0" NA "0" "222339" "248201" NA "0" "138544" "0" "0" "0" "0" "0" NA NA "0" "0" "0" "656694" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "42338883" "0" "0" "3731135" "0" "0" "0" "0" "0" "0" "0" "0" "1234240" "0" "0" "0" "0" "3097304" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "52213577" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"CAL_MM_NOV_398899" NA "0" "0" NA "316953" NA NA NA "0" NA NA NA NA "278040" "0" "313177" "0" "0" "0" "0" "0" NA "268503" NA "0" "0" "0" "0" "0" "0" "0" "0" "127499" "0" "0" "735208" "650230" "0" "0" "0" "0" "0" "198231" "516578" "711900" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "820693" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"CAL_SW_NOV_398899" "60567" "0" NA NA NA NA NA NA "0" NA NA "772243" NA "0" "344556" NA NA "0" "855217" "219483" "0" NA "265103" "188319" "2154020" NA "0" "0" "0" "0" "0" "472155" NA "0" "0" "0" "0" "2386179" "0" "0" "488036" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "10458826" "0" "0" "0" "0" "42121904" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3050929" "1602447" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4448295" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6073922" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "24573193" "0" "0" "0" "0" "0" "6938830" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "42978716" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MM_FEB_398856" NA "0" "0" NA "323685" NA NA NA "0" NA NA "760078" NA "0" "348332" NA NA "0" "0" "208967" "0" NA "262478" "187019" "0" "143892" "0" "401130" "0" "0" "0" NA NA "4598116" "0" "0" "666648" NA "960021" "0" "0" "0" "0" NA "698576" "0" "0" "0" "0" "0" "11325187" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "830516" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1612544" "5887688" "0" "0" "0" "7695477" "0" "0" "0" "0" "0" "0" "5064547" "0" "0" "0" "0" "0" "0" "3289546" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5374543" "15386000" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "43109266" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MM_FEB_398863" NA NA NA NA NA NA NA NA "557951" NA NA NA NA NA "353462" NA NA "0" "843797" "215955" "2970436" NA NA NA "0" NA "0" NA "0" "0" "0" NA NA "0" NA "739900" "0" "0" NA "0" "496705" "1555336" "194770" NA "689112" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1332133" "0" "0" "2207771" "0" "1255831" NA "0" "0" "28574680" "0" "0" "5905965" "0" "0" "4841707" "0" "1872695" "32257178" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "0" "6856893" "0" "0" "0" "0" "38249363" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "56065618" "0" "52407974" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MM_FEB_398867" "64025" "0" "0" "38124" "339523" "117604" NA NA "0" "68914" NA "0" NA "281306" NA "307358" NA "0" "0" "211052" "3004596" "227888" "268691" NA "0" NA "0" "414604" "0" "0" "0" "446126" NA "0" "4015324" "0" NA "0" "928945" "0" "480184" "0" NA "538485" NA "6559789" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "1242846" "0" "0" "0" "0" "0" "1604514" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1439365" "0" "0" "0" "0" "0" "0" "0" "3245446" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MM_FEB_398868" NA NA "0" "37815" "0" "121841" NA NA "560793" "68367" NA NA NA NA NA NA NA "0" NA NA "2958638" NA "252403" "177384" "0" NA "0" NA "0" "8847088" "0" "433077" NA "0" "0" "0" "0" "2347898" "908998" "0" NA "0" "0" NA "687348" "0" "1772057" "0" "0" "0" "0" "12560986" "0" "9337804" "0" "0" "0" "0" "0" "0" "0" "0" "3651658" "0" "826561" "1027913" NA "0" "0" "2295037" "0" NA "0" "0" "0" "0" "0" NA "0" "0" NA "0" "0" "0" "0" "0" "0" "0" NA "5084033" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3404314" "0" "0" "0" "0" "0" "0" "0" "0" "7055850" "0" "22536725" "0" NA "5546742" "0" "0" "0" "0" "10816593" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9482982" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MM_FEB_398872" NA "0" "0" NA "0" NA NA "0" "0" NA NA NA "80065" "0" "0" "0" "376853" "0" "899089" "0" "2965651" "245434" "0" NA "0" "150179" "0" "420055" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "0" "1934295" "0" "1520737" NA "0" "710426" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1255518" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7672355" "0" "32236630" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "25315650" "0" "0" "0" "0" "0" "0" "0" "0" "4330731" "0" "0" "0" "0" "0" "0" "6979667" "0" "0" "0" "0" "0" "0" "37386633" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MM_FEB_398877" NA "0" NA NA "0" "117696" NA NA NA NA NA NA "82087" NA NA "0" NA "1090349" "0" NA "0" NA NA "184251" "2173020" NA "0" "419327" "0" "0" "0" NA NA "4643343" "0" "0" NA "2330052" "0" "0" "505250" NA "0" "547641" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "8389397" "0" "0" "817786" "0" "0" "0" "0" "2293732" "0" "0" "0" "0" "0" "0" "0" "1584384" "0" "0" "0" "4849651" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6181496" "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "9460178" "0" "0" "0" "17841468" "6677609" "31366797" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "89213748" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MM_FEB_398879" NA "0" "633130" NA "326300" "109432" NA NA "576409" NA NA "0" "81043" NA "0" NA NA "1103810" "0" "204609" "0" "224937" "0" NA "0" NA "0" "414468" "0" "0" "0" "458600" NA "0" "0" "0" "0" "0" "0" "2070108" "499316" "0" NA NA "0" "0" "1815277" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1227897" "1750368" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "27221417" "0" "0" "21358803" "0" "0" "3407232" "0" "0" "2729683" "0" "0" "0" "0" "0" "0" "0" "0" "14936696" "0" "0" "0" "6185966" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "9555182" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "31117134" "0" "0" "0" "0" "13223927" "0" "0" "0" "0" "0" "0" "33618575" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MM_FEB_398881" NA "0" "596407" NA "335856" NA NA NA "574729" NA NA "0" NA "298370" "0" "0" "0" "1074582" "0" "212071" "0" "225635" NA NA "0" NA "0" "413274" "0" "0" "0" "468813" NA "0" "0" "746431" "675752" "0" "0" "0" "0" "1496242" "0" "525955" "0" "0" "1834923" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1387522" "0" "0" "0" "0" "0" "0" "0" "0" "28308893" "0" "0" "0" "0" "0" "0" "0" "1920875" "0" "0" "0" "0" "1435595" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3353744" "0" "0" "2736573" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5477982" "0" "0" "0" "0" "0" "0" "0" "62533933" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "17650059" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "74826620" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MM_FEB_398889" NA "0" NA NA "0" NA NA NA "559080" "77529" NA "0" NA NA NA NA NA "1104427" "0" "0" "0" NA NA NA "2095519" NA "0" NA "0" "0" "0" NA NA "4756804" "3951291" "727465" "0" "0" "0" "1936793" "483275" NA NA NA "696888" "0" "1826923" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5713619" "0" "0" "2436831" "0" "0" "0" "0" "1041346" NA "0" "0" "0" "0" "0" "1702082" "0" "0" "0" "3171199" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3482087" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MM_FEB_398892" "60598" "1196104" "0" NA "321184" NA "52947" NA NA NA "94333" "792433" NA NA "0" "0" NA "1097877" "879743" "212208" "0" "229108" NA "177541" "0" "0" "0" "416601" "0" "0" "0" NA "0" "0" "0" "0" NA "0" "0" "0" NA "0" "194535" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "2573856" "0" "0" "0" NA "1020701" "1374601" "0" "0" "2201929" "0" "0" "0" "0" "16151860" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5129158" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2800825" "0" "0" "0" "0" "0" "7104562" "0" "0" "0" "3504066" "0" "0" "6095575" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6891422" "0" "6757093" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MM_FEB_398894" NA "0" "0" NA "321917" NA NA "167364" "0" NA NA "0" "82494" "0" "352847" "0" "376216" "0" "0" NA "0" NA "0" NA "0" NA "0" "0" "0" "0" "0" "462866" NA "4597318" "3917726" "748271" "0" "0" "0" "0" "0" "0" "198945" "0" "706125" "0" "0" "0" "0" "0" "0" "0" "0" "0" "10604107" "0" "0" "0" "0" "0" "0" "0" "3634907" "0" "0" "1013652" "0" "0" "994373" "0" "0" "0" "1725675" "0" "0" "0" "0" "0" "0" "0" "0" "4999759" "0" "1874831" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2856333" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "0" "0" "16424536" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6950335" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MM_NOV_398851" NA NA "603062" NA "333288" NA NA NA "0" NA NA "795257" NA "299316" "351456" "0" NA "0" "880741" "220226" "2968947" NA "0" NA "2144958" "0" "0" "418905" "0" "0" "0" "454878" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "198993" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3705122" "0" "0" NA "0" "0" "996005" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5181491" "0" "0" "0" "2611014" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MM_NOV_398852" NA "1174841" NA NA NA NA NA NA "0" NA NA "793049" NA "0" "355431" "0" "0" "0" "0" "203621" "0" NA "0" NA "0" NA "0" "401637" "0" "0" "0" "441099" NA "0" "0" "0" "0" "2348602" "921555" "0" "0" "0" NA "534206" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "817040" "0" "0" "0" "0" "2212682" "0" "0" "0" "0" "0" "0" "3172125" "1662782" "0" "7832125" "1309269" "4824298" "0" "0" "0" "0" "0" "0" "1467485" "0" "0" "0" "0" "2675911" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MM_NOV_398853" NA "0" "0" NA "319322" NA NA NA "0" NA NA "0" NA "0" NA "304643" "384711" "0" "848640" "0" "0" "243411" NA "0" "0" "0" "0" NA "0" "0" "0" "0" NA "4743152" "4097111" "727488" "0" "0" "939450" "0" "500481" "1551431" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3601197" "0" "0" "0" "0" "0" "0" "2208437" "0" "0" "0" "0" "0" "0" "0" "1636518" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2863172" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MM_NOV_398854" NA "0" "636331" NA "319342" "0" NA NA "0" NA NA "0" NA "291044" "0" "0" "398404" "1096672" "860711" "214881" "0" "232396" NA NA "0" "0" "0" "402669" "0" "0" "0" NA NA "0" "0" "0" "663311" "0" NA "0" NA "0" "201346" "0" "0" "0" "1800885" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "5631057" "0" "0" "0" "0" "0" "0" "835966" "0" "0" "0" "989827" "2244378" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MM_NOV_398855" NA "1128659" "587881" NA "331714" NA NA "0" "0" NA NA "0" NA "0" NA "0" NA "0" "0" "203528" "0" NA "0" "0" "0" "0" "0" "0" "0" "0" "0" "461593" NA "0" "0" "0" "0" "0" "934763" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" NA "0" "0" "0" "816737" "0" "0" "0" "1001300" "0" "0" "0" "0" "0" "0" "0" "3078790" "0" "0" "0" "0" "0" "0" "1885194" "0" "0" "0" "0" "1436013" "0" "0" "0" "0" "2671260" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4353734" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MM_NOV_398856" NA NA NA NA "0" NA NA "163724" "0" NA NA "796323" NA "289010" "0" NA "365775" "0" "899410" "0" "0" "245812" "250673" NA "0" NA "0" NA "0" "0" "0" NA NA "0" "3995369" "0" NA "0" "0" "0" NA "0" NA "0" "0" "0" "1836664" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1044104" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1651290" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
"MM_NOV_398857" NA "1166483" NA NA NA NA NA "167337" "0" NA NA NA NA NA "0" NA "393251" "1081579" "842767" NA "0" NA NA NA "0" NA "0" "0" "0" "0" "0" NA NA "0" "4125518" "719923" "0" "0" "0" "1947738" NA "0" "195803" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1360948" "0" "0" "2289992" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1273605" "4905701" "7653219" "0" "0" "0" "0" "0" "0" "0" "4501911" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2832797" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6884666" "0" "6735093" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0"
